"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.651376080E-1,1.169791222E0,2.121685982E0,9.134899139E0,9.450732522E0
4.676991180E-1,1.212263823E0,2.120938063E0,9.141928673E0,9.462706891E0
4.702612540E-1,1.245165110E0,2.110918283E0,9.141180992E0,9.464016171E0
4.728235450E-1,1.275224924E0,2.108525515E0,9.151649475E0,9.477592868E0
4.753855770E-1,1.301695466E0,2.106581211E0,9.160772324E0,9.489565061E0
4.779474000E-1,1.325025558E0,2.100150585E0,9.176176071E0,9.506236506E0
4.805089620E-1,1.343121290E0,2.099402666E0,9.196963310E0,9.528672546E0
4.830703680E-1,1.356730461E0,2.098954201E0,9.222387314E0,9.555038150E0
4.856319830E-1,1.363908887E0,2.103440762E0,9.251997948E0,9.585623429E0
4.881937540E-1,1.353888988E0,2.102842331E0,9.280562401E0,9.611649168E0
4.907554200E-1,1.346411347E0,2.113311052E0,9.321390152E0,9.652316897E0
4.933167220E-1,1.340130210E0,2.120339870E0,9.364460945E0,9.694581937E0
4.958778680E-1,1.327418327E0,2.129014015E0,9.409476280E0,9.738222834E0
4.984391180E-1,1.311715484E0,2.139033794E0,9.458528519E0,9.785694907E0
5.010002120E-1,1.283749342E0,2.152642965E0,9.501599312E0,9.826610483E0
5.035611500E-1,1.242622733E0,2.171935320E0,9.539286613E0,9.862018221E0
5.061223470E-1,1.192672491E0,2.181955099E0,9.567851067E0,9.885705324E0
5.086839620E-1,1.143171072E0,2.199452639E0,9.596714020E0,9.911677557E0
5.112452120E-1,1.095165014E0,2.214856386E0,9.619745255E0,9.931992448E0
5.138060450E-1,1.050897837E0,2.228316069E0,9.630363464E0,9.940506990E0
5.163668270E-1,1.007527828E0,2.240280151E0,9.632756233E0,9.941024099E0
5.189274000E-1,9.672985673E-1,2.246112823E0,9.630064011E0,9.935734607E0
5.214877640E-1,9.323035479E-1,2.244168520E0,9.620642662E0,9.922814494E0
5.240481290E-1,8.971589208E-1,2.233251333E0,9.598359108E0,9.895494086E0
5.266084930E-1,8.845966458E-1,2.225025892E0,9.577870369E0,9.872631476E0
5.291689100E-1,8.760721684E-1,2.210968018E0,9.555438042E0,9.846942581E0
5.317295870E-1,8.735297918E-1,2.200948238E0,9.535846710E0,9.825456729E0
5.342906290E-1,8.739784956E-1,2.190030813E0,9.516405106E0,9.804184796E0
5.368517750E-1,8.814560175E-1,2.180609226E0,9.492327690E0,9.779381692E0
5.394127640E-1,8.811569214E-1,2.172533512E0,9.468997002E0,9.754908692E0
5.419737020E-1,8.714361191E-1,2.158475637E0,9.441779137E0,9.724485141E0
5.445344310E-1,8.693423867E-1,2.154886246E0,9.426525116E0,9.708690266E0
5.470950040E-1,8.723334074E-1,2.151895285E0,9.413364410E0,9.695516923E0
5.496558370E-1,8.774181604E-1,2.154138565E0,9.397212982E0,9.680794772E0
5.522165660E-1,8.796614408E-1,2.158625126E0,9.383154869E0,9.668353633E0
5.547769310E-1,8.841479421E-1,2.160419703E0,9.375677109E0,9.661907271E0
5.573374000E-1,8.857930303E-1,2.164308071E0,9.376574516E0,9.663798859E0
5.598980770E-1,8.732306957E-1,2.165803671E0,9.375228882E0,9.661684841E0
5.624586500E-1,8.660522699E-1,2.175673962E0,9.382706642E0,9.670511241E0
5.650192220E-1,8.551349640E-1,2.189133644E0,9.394072533E0,9.683602670E0
5.675799520E-1,8.409276009E-1,2.201097727E0,9.411419868E0,9.701897463E0
5.701406290E-1,8.213363886E-1,2.211715937E0,9.431460381E0,9.722074149E0
5.727012540E-1,7.996514440E-1,2.225923300E0,9.451649666E0,9.743092855E0
5.752617220E-1,7.806583643E-1,2.245664120E0,9.476474762E0,9.770159095E0
5.778224000E-1,7.549355626E-1,2.258375883E0,9.496215820E0,9.790214719E0
5.803834410E-1,7.338488102E-1,2.278266191E0,9.522088051E0,9.818309007E0
5.829445350E-1,7.130611539E-1,2.305335045E0,9.549605370E0,9.849770992E0
5.855053160E-1,6.973582506E-1,2.331506491E0,9.571439743E0,9.875965259E0
5.880658890E-1,6.862914562E-1,2.352144718E0,9.592975616E0,9.900947526E0
5.906265140E-1,6.765705943E-1,2.370389938E0,9.616903305E0,9.927805669E0
5.931871910E-1,6.683452725E-1,2.393570423E0,9.635448456E0,9.950765384E0
5.957478680E-1,6.589235067E-1,2.409422874E0,9.644869804E0,9.963082471E0
5.983085970E-1,6.593722105E-1,2.434248447E0,9.656983376E0,9.980864949E0
6.008692220E-1,6.599704027E-1,2.456232548E0,9.665208817E0,9.994243379E0
6.034295870E-1,6.677470803E-1,2.477917433E0,9.670144081E0,1.000488118E1
6.059897430E-1,6.746264100E-1,2.504238367E0,9.662666321E0,1.000467146E1
6.085498470E-1,6.831508875E-1,2.529662132E0,9.651450157E0,1.000081876E1
6.111103160E-1,6.931707859E-1,2.552244425E0,9.637093544E0,9.993398287E0
6.136711500E-1,6.927221417E-1,2.562563419E0,9.605537415E0,9.965588004E0
6.162319310E-1,6.961618662E-1,2.577817678E0,9.576973915E0,9.942243947E0
6.187925560E-1,7.016952634E-1,2.591426849E0,9.542576790E0,9.913054078E0
6.213532330E-1,7.042376399E-1,2.598605394E0,9.505488396E0,9.879423581E0
6.239140140E-1,7.064808607E-1,2.609821796E0,9.465856552E0,9.844426102E0
6.264749000E-1,7.087241411E-1,2.619692087E0,9.419495583E0,9.802651354E0
6.290360970E-1,7.108178735E-1,2.626122952E0,9.371788979E0,9.758699322E0
6.315975040E-1,7.057331204E-1,2.622533560E0,9.311071396E0,9.699061400E0
6.341588580E-1,7.027420998E-1,2.623131752E0,9.250054359E0,9.640444611E0
6.367197950E-1,6.954140663E-1,2.616701126E0,9.184700012E0,9.575460293E0
6.392805250E-1,6.867401004E-1,2.613560438E0,9.118000031E0,9.510007081E0
6.418412540E-1,6.744768620E-1,2.610868692E0,9.052646637E0,9.445737954E0
6.444020870E-1,6.568298340E-1,2.606232405E0,8.990881920E0,9.384019953E0
6.469631290E-1,6.366403699E-1,2.597707987E0,8.934500694E0,9.326237205E0
6.495242220E-1,6.121139526E-1,2.578415871E0,8.868698120E0,9.256171900E0
6.520853680E-1,5.968596935E-1,2.563012123E0,8.817252159E0,9.201587269E0
6.546462020E-1,5.835496187E-1,2.547309160E0,8.767750740E0,9.148921639E0
6.572071390E-1,5.721837282E-1,2.533699989E0,8.726922989E0,9.105284988E0
6.597684930E-1,5.623133183E-1,2.521885633E0,8.693722725E0,9.069559980E0
6.623300560E-1,5.561817288E-1,2.509323120E0,8.667102814E0,9.040172112E0
6.648918270E-1,5.509474277E-1,2.496013165E0,8.648857117E0,9.018666986E0
6.674536500E-1,5.419743061E-1,2.482254505E0,8.633154869E0,8.999260335E0
6.700152640E-1,5.401797295E-1,2.476421833E0,8.630312920E0,8.994818527E0
6.725764620E-1,5.436193943E-1,2.471636295E0,8.644819260E0,9.007630546E0
6.751375040E-1,5.443671346E-1,2.472234488E0,8.662467003E0,9.024777754E0
6.776985970E-1,5.476573110E-1,2.472832680E0,8.689984322E0,9.051555529E0
6.802594830E-1,5.552843809E-1,2.483151674E0,8.723782539E0,9.087285886E0
6.828200560E-1,5.693422556E-1,2.497060061E0,8.762965202E0,9.129568374E0
6.853805250E-1,5.699404478E-1,2.504687071E0,8.804839134E0,9.171885390E0
6.879412020E-1,5.814558864E-1,2.524876595E0,8.857182503E0,9.228367930E0
6.905021910E-1,5.941677690E-1,2.545065880E0,8.908030510E0,9.283501669E0
6.930632330E-1,6.101697683E-1,2.565255404E0,8.959774971E0,9.339722157E0
