"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.069574530E-1,-1.147956610E0,2.631656170E0,8.801100731E0,9.257580280E0
7.095166200E-1,-1.079162955E0,2.655584574E0,8.813812256E0,9.268225752E0
7.120760470E-1,-9.972088337E-1,2.676671267E0,8.834600449E0,9.284888778E0
7.146353700E-1,-9.133104682E-1,2.685943365E0,8.845966339E0,9.289755015E0
7.171946400E-1,-2.792125046E-1,2.695365191E0,8.862117767E0,9.267150827E0
7.197538070E-1,-2.451147735E-1,2.703889608E0,8.878718376E0,9.284543084E0
7.223128700E-1,-2.104188353E-1,2.708974361E0,8.893523216E0,9.299331878E0
7.248718800E-1,-1.775175333E-1,2.718246460E0,8.908926964E0,9.316080503E0
7.274309430E-1,-1.486541033E-1,2.733799934E0,8.922387123E0,9.332992666E0
7.299898490E-1,-1.232303679E-1,2.752344131E0,8.936893463E0,9.351932886E0
7.325487550E-1,-1.150050387E-1,2.766402006E0,8.944969177E0,9.363689433E0
7.351078700E-1,-1.160518974E-1,2.787339211E0,8.960672379E0,9.384901565E0
7.376672970E-1,-1.262213886E-1,2.805883646E0,8.974729538E0,9.403971775E0
7.402267760E-1,-1.495514214E-1,2.819792032E0,8.984600067E0,9.417888888E0
7.427861510E-1,-1.817049682E-1,2.827269554E0,8.988489151E0,9.424404864E0
7.453454220E-1,-2.193919271E-1,2.831606388E0,8.989834785E0,9.427791736E0
7.479045880E-1,-2.593221664E-1,2.833101988E0,8.986245155E0,9.425832422E0
7.504637030E-1,-3.107678294E-1,2.822633505E0,8.971440315E0,9.410131661E0
7.530231820E-1,-3.614657819E-1,2.817399025E0,8.959924698E0,9.399396011E0
7.555827650E-1,-4.176971018E-1,2.808276415E0,8.942875862E0,9.382745652E0
7.581416720E-1,-4.739284217E-1,2.800350189E0,8.918349266E0,9.359675366E0
7.607002130E-1,-5.253741145E-1,2.786292315E0,8.887541771E0,9.328871398E0
7.632589110E-1,-5.775675774E-1,2.774178743E0,8.851200104E0,9.293728815E0
7.658174010E-1,-6.230311990E-1,2.766103029E0,8.809774399E0,9.254815979E0
7.683757340E-1,-6.672984362E-1,2.752045155E0,8.759525299E0,9.205885248E0
7.709341200E-1,-6.925725937E-1,2.741277456E0,8.712266922E0,9.159577163E0
7.734925570E-1,-7.097710371E-1,2.729612350E0,8.661569595E0,9.109190214E0
7.760510470E-1,-7.151548862E-1,2.719592571E0,8.602795601E0,9.050730491E0
7.786096400E-1,-7.030411959E-1,2.708525658E0,8.539685249E0,8.986467733E0
7.811682860E-1,-6.729813814E-1,2.698804855E0,8.477321625E0,8.921963546E0
7.837269320E-1,-6.299105883E-1,2.688186646E0,8.413313866E0,8.854771877E0
7.862856820E-1,-5.823532343E-1,2.669642210E0,8.343173981E0,8.779218467E0
7.888445360E-1,-5.201398134E-1,2.652443886E0,8.280961037E0,8.710931046E0
7.914032340E-1,-4.511966109E-1,2.637488842E0,8.221738815E0,8.646208124E0
7.939616720E-1,-3.740280867E-1,2.612513781E0,8.165357590E0,8.581269710E0
7.965204220E-1,-2.967100143E-1,2.581257343E0,8.123333931E0,8.528744366E0
7.990792760E-1,-2.193919271E-1,2.549253464E0,8.093872070E0,8.488674286E0
8.016382340E-1,-1.492523104E-1,2.519043922E0,8.082506180E0,8.467276108E0
8.041968280E-1,-8.988039941E-2,2.483301163E0,8.080113411E0,8.453584795E0
8.067552650E-1,-2.691925503E-2,2.453391075E0,8.110621452E0,8.473608013E0
8.093139110E-1,3.544368595E-2,2.425125837E0,8.156534195E0,8.509497145E0
8.118724530E-1,9.975079447E-2,2.398056984E0,8.223234177E0,8.566341567E0
8.144307860E-1,1.728814393E-1,2.376820564E0,8.310422897E0,8.645362498E0
8.169890680E-1,2.584248483E-1,2.356033087E0,8.936445236E0,9.245416636E0
8.195472970E-1,8.992526531E-1,2.333151579E0,8.994470596E0,9.335563879E0
8.221056820E-1,9.472586513E-1,2.306232452E0,9.062516212E0,9.399213115E0
8.246642240E-1,1.028913736E0,2.279462576E0,9.152097702E0,9.487650155E0
8.272229220E-1,1.136590719E0,2.251197338E0,9.242726326E0,9.580590684E0
8.297819320E-1,1.856381774E0,2.219492435E0,9.882507324E0,1.029739049E1
8.323409430E-1,1.918295979E0,2.184796572E0,9.920343399E0,1.033762104E1
8.348999530E-1,1.994118571E0,2.154437780E0,9.972686768E0,1.039579686E1
8.374588070E-1,2.082054853E0,2.120788574E0,1.004013443E1,1.047076864E1
8.400174530E-1,2.164158583E0,2.082204342E0,1.010429192E1,1.054115138E1
8.425762030E-1,2.249402761E0,2.059472561E0,1.017861843E1,1.062570060E1
8.451352130E-1,2.331207514E0,2.034796476E0,1.024621582E1,1.070326417E1
8.476945360E-1,2.405385017E0,2.018196344E0,1.030065250E1,1.076858559E1
8.502539110E-1,2.470439911E0,2.003839493E0,1.034133053E1,1.081949921E1
8.528133900E-1,2.520390034E0,1.988884330E0,1.036495972E1,1.085082562E1
8.553726610E-1,2.561666250E0,1.976022840E0,1.037378311E1,1.086656230E1
8.579317240E-1,2.586192608E0,1.960319996E0,1.035793114E1,1.085439930E1
