"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.509814590E-1,7.357929647E-2,8.030910790E-2,9.826425552E0,9.827029185E0
7.535431780E-1,7.328019291E-2,7.836493850E-2,9.830463409E0,9.831048871E0
7.561048970E-1,7.567301393E-2,7.671987265E-2,9.834201813E0,9.834792201E0
7.586668240E-1,8.015955985E-2,7.537391037E-2,9.835248947E0,9.835864407E0
7.612288030E-1,7.492525876E-2,7.208377868E-2,9.829266548E0,9.829816414E0
7.637907820E-1,7.417750359E-2,7.552346587E-2,9.830163956E0,9.830733924E0
7.663529180E-1,7.597211748E-2,7.627122104E-2,9.831211090E0,9.831800474E0
7.689150530E-1,8.015955985E-2,7.941180468E-2,9.832258224E0,9.832905653E0
7.714772400E-1,7.671987265E-2,8.225327730E-2,9.833154678E0,9.833797968E0
7.740396880E-1,7.148557901E-2,8.255238086E-2,9.831809044E0,9.832415479E0
7.766021360E-1,6.699903309E-2,7.806584239E-2,9.830761909E0,9.831300162E0
7.791642720E-1,5.608177930E-2,6.969095767E-2,9.825228691E0,9.825635899E0
7.817263030E-1,5.533402413E-2,7.103691995E-2,9.826724052E0,9.827136597E0
7.842882300E-1,5.952146277E-2,7.238288224E-2,9.825826645E0,9.826273523E0
7.868501050E-1,6.340979785E-2,7.118647546E-2,9.825078964E0,9.825541459E0
7.894116680E-1,6.684948504E-2,6.789634377E-2,9.824630737E0,9.825092768E0
7.919730740E-1,6.999006122E-2,6.759724021E-2,9.824181557E0,9.824663417E0
7.945346360E-1,7.283154130E-2,6.744768471E-2,9.824032784E0,9.824534277E0
7.970964590E-1,6.610172242E-2,6.041877344E-2,9.814610481E0,9.815019040E0
7.996586990E-1,6.879365444E-2,6.041877344E-2,9.812666893E0,9.813094035E0
8.022210430E-1,7.133602351E-2,6.311069429E-2,9.818349838E0,9.818811809E0
8.047831260E-1,7.372884452E-2,6.311069429E-2,9.823285103E0,9.823764508E0
8.073451570E-1,7.582256943E-2,6.326024979E-2,9.832556725E0,9.833052561E0
8.099070840E-1,7.552346587E-2,6.340979785E-2,9.840782166E0,9.841276250E0
8.124689590E-1,7.522436231E-2,6.385845691E-2,9.845717430E0,9.846211877E0
8.150306260E-1,6.819544733E-2,5.967101455E-2,9.845717430E0,9.846134417E0
8.175921360E-1,6.595217437E-2,6.460621208E-2,9.849307060E0,9.849739754E0
8.201536470E-1,6.400800496E-2,6.909275055E-2,9.855138779E0,9.855588830E0
8.227152610E-1,6.251249462E-2,7.073781639E-2,9.857980728E0,9.858432720E0
8.252767720E-1,6.116652861E-2,7.238288224E-2,9.860523224E0,9.860978596E0
8.278381780E-1,6.266204268E-2,7.387840003E-2,9.865308762E0,9.865784384E0
8.303996880E-1,6.400800496E-2,7.283154130E-2,9.867103577E0,9.867579969E0
8.329610950E-1,5.608177930E-2,6.999006122E-2,9.864411354E0,9.864819063E0
8.355227090E-1,5.757729337E-2,7.357929647E-2,9.868149757E0,9.868592032E0
8.380844280E-1,6.146563217E-2,7.941180468E-2,9.869196892E0,9.869707774E0
8.406461470E-1,6.505486369E-2,8.449655026E-2,9.872636795E0,9.873212704E0
8.432078650E-1,6.595217437E-2,8.913264424E-2,9.875777245E0,9.876399673E0
8.457695320E-1,6.684948504E-2,9.332008660E-2,9.873832703E0,9.874499974E0
8.483312510E-1,7.013961673E-2,9.960123897E-2,9.874580383E0,9.875331778E0
8.508928650E-1,6.131608039E-2,9.810572863E-2,9.868449211E0,9.869127329E0
8.534544800E-1,6.221338734E-2,1.030409262E-1,9.866953850E0,9.867687987E0
8.560163550E-1,6.311069429E-2,1.075274646E-1,9.868149757E0,9.868937367E0
8.585784380E-1,6.176473573E-2,1.091725305E-1,9.866953850E0,9.867751101E0
8.611403650E-1,6.056832150E-2,1.082752272E-1,9.863513947E0,9.864294167E0
8.637020840E-1,5.967101455E-2,1.052841991E-1,9.858428955E0,9.859171712E0
